Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
50,No,Travel Rarely,804,Research & Development,Life Sciences,1030,Male,64,1,Laboratory Technician,Married,2380,20165,No,18,3,80,8,1,0
59,No,Travel Rarely,715,Research & Development,Life Sciences,1032,Female,69,4,Manufacturing Director,Single,13726,21829,Yes,13,3,80,30,5,3
37,Yes,Travel Rarely,1141,Research & Development,Medical,1033,Female,61,2,Healthcare Representative,Married,4777,14382,No,15,3,80,15,1,0
55,No,Travel Frequently,135,Research & Development,Medical,1034,Male,62,2,Healthcare Representative,Married,6385,12992,Yes,14,3,80,17,8,7
41,No,Non-Travel,247,Research & Development,Life Sciences,1035,Female,55,5,Research Director,Divorced,19973,20284,No,22,4,80,21,21,16
38,No,Travel Rarely,1035,Sales,Life Sciences,1036,Male,42,2,Sales Executive,Single,6861,4981,Yes,12,3,80,19,1,0
26,Yes,Non-Travel,265,Sales,Medical,1037,Male,79,2,Sales Executive,Single,4969,21813,No,18,3,80,7,2,2
52,Yes,Travel Rarely,266,Sales,Marketing,1038,Female,57,5,Manager,Married,19845,25846,No,15,3,80,33,32,14
44,No,Travel Rarely,1448,Sales,Medical,1039,Female,53,4,Sales Executive,Married,13320,11737,Yes,18,3,80,23,12,11
50,No,Non-Travel,145,Sales,Life Sciences,1040,Female,95,2,Sales Executive,Married,6347,24920,No,12,3,80,19,18,7
36,Yes,Travel Rarely,885,Research & Development,Life Sciences,1042,Female,43,1,Laboratory Technician,Single,2743,8269,No,16,3,80,18,17,13
39,No,Travel Frequently,945,Research & Development,Medical,1043,Female,82,3,Manufacturing Director,Single,10880,5083,Yes,13,3,80,21,21,6
33,No,Non-Travel,1038,Sales,Life Sciences,1044,Female,88,1,Sales Representative,Single,2342,21437,No,19,3,80,3,2,2
45,No,Travel Rarely,1234,Sales,Life Sciences,1045,Female,90,4,Manager,Married,17650,5404,No,13,3,80,26,9,3
32,No,Non-Travel,1109,Research & Development,Medical,1046,Female,69,1,Laboratory Technician,Single,4025,11135,No,12,3,80,10,8,7
34,No,Travel Rarely,216,Sales,Marketing,1047,Male,75,2,Sales Executive,Divorced,9725,12278,No,11,3,80,16,15,1
59,No,Travel Rarely,1089,Sales,Technical Degree,1048,Male,66,3,Manager,Married,11904,11038,Yes,14,3,80,14,6,4
45,No,Travel Rarely,788,Human Resources,Medical,1049,Male,36,1,Human Resources,Single,2177,8318,No,16,3,80,6,6,3
53,No,Travel Frequently,124,Sales,Marketing,1050,Female,38,3,Sales Executive,Married,7525,23537,No,12,3,80,30,15,7
36,Yes,Travel Rarely,660,Research & Development,Other,1052,Male,81,2,Laboratory Technician,Divorced,4834,7858,No,14,3,80,9,1,0
26,Yes,Travel Frequently,342,Research & Development,Life Sciences,1053,Male,57,1,Research Scientist,Married,2042,15346,Yes,14,3,80,6,3,2
34,No,Travel Rarely,1333,Sales,Life Sciences,1055,Female,87,1,Sales Representative,Married,2220,18410,Yes,19,3,80,1,1,1
28,No,Travel Rarely,1144,Sales,Medical,1056,Male,74,1,Sales Representative,Married,1052,23384,No,22,4,80,1,1,0
38,No,Travel Frequently,1186,Research & Development,Other,1060,Male,44,1,Research Scientist,Married,2821,2997,No,16,3,80,8,2,2
50,No,Travel Rarely,1464,Research & Development,Medical,1061,Male,62,5,Research Director,Married,19237,12853,Yes,11,3,80,29,8,1
37,No,Travel Rarely,124,Research & Development,Other,1062,Female,35,2,Healthcare Representative,Single,4107,13848,No,15,3,80,8,4,3
40,No,Travel Rarely,300,Sales,Marketing,1066,Male,74,2,Sales Executive,Married,8396,22217,No,14,3,80,8,7,7
26,No,Travel Frequently,921,Research & Development,Medical,1068,Female,66,1,Research Scientist,Divorced,2007,25265,No,13,3,80,5,5,3
46,No,Travel Rarely,430,Research & Development,Medical,1069,Male,40,5,Research Director,Divorced,19627,21445,No,17,3,80,23,2,2
54,No,Travel Rarely,1082,Sales,Life Sciences,1070,Female,41,3,Sales Executive,Married,10686,8392,No,11,3,80,13,9,4
56,No,Travel Frequently,1240,Research & Development,Medical,1071,Female,63,1,Research Scientist,Married,2942,12154,No,19,3,80,18,5,4
36,No,Travel Rarely,796,Research & Development,Medical,1073,Female,51,3,Manufacturing Director,Single,8858,15669,No,11,3,80,15,14,8
55,No,Non-Travel,444,Research & Development,Medical,1074,Male,40,4,Manager,Single,16756,17323,No,15,3,80,31,9,7
43,No,Travel Rarely,415,Sales,Medical,1076,Male,79,3,Sales Executive,Divorced,10798,5268,No,13,3,80,18,1,0
20,Yes,Travel Frequently,769,Sales,Marketing,1077,Female,54,1,Sales Representative,Single,2323,17205,Yes,14,3,80,2,2,2
21,Yes,Travel Rarely,1334,Research & Development,Life Sciences,1079,Female,36,1,Laboratory Technician,Single,1416,17258,No,13,3,80,1,1,0
46,No,Travel Rarely,1003,Research & Development,Life Sciences,1080,Female,74,2,Research Scientist,Divorced,4615,21029,Yes,23,4,80,19,16,13
51,Yes,Travel Rarely,1323,Research & Development,Life Sciences,1081,Male,34,1,Research Scientist,Married,2461,10332,Yes,12,3,80,18,10,0
28,Yes,Non-Travel,1366,Research & Development,Technical Degree,1082,Male,72,3,Healthcare Representative,Single,8722,12355,No,12,3,80,10,10,7
26,No,Travel Rarely,192,Research & Development,Medical,1083,Male,59,1,Laboratory Technician,Married,3955,11141,No,16,3,80,6,5,3
30,No,Travel Rarely,1176,Research & Development,Other,1084,Male,85,2,Manufacturing Director,Married,9957,9096,No,15,3,80,7,6,2
41,No,Travel Rarely,509,Research & Development,Technical Degree,1085,Female,43,1,Research Scientist,Married,3376,18863,No,13,3,80,10,10,6
38,No,Travel Rarely,330,Research & Development,Life Sciences,1088,Female,65,3,Healthcare Representative,Married,8823,24608,No,18,3,80,20,19,9
40,No,Travel Rarely,1492,Research & Development,Technical Degree,1092,Male,61,3,Healthcare Representative,Married,10322,26542,No,20,4,80,14,11,10
27,No,Non-Travel,1277,Research & Development,Life Sciences,1094,Male,87,1,Laboratory Technician,Married,4621,5869,No,19,3,80,3,3,2
55,No,Travel Frequently,1091,Research & Development,Life Sciences,1096,Male,65,3,Manufacturing Director,Married,10976,15813,No,18,3,80,23,3,2
28,No,Travel Rarely,857,Research & Development,Other,1097,Female,59,2,Research Scientist,Single,3660,7909,No,13,3,80,10,8,7
44,Yes,Travel Rarely,1376,Human Resources,Medical,1098,Male,91,3,Human Resources,Married,10482,2326,No,14,3,80,24,20,6
33,No,Travel Rarely,654,Research & Development,Life Sciences,1099,Male,34,3,Healthcare Representative,Divorced,7119,21214,No,15,3,80,9,3,2
35,Yes,Travel Rarely,1204,Sales,Technical Degree,1100,Male,86,3,Sales Executive,Single,9582,10333,Yes,22,4,80,9,8,7
33,Yes,Travel Frequently,827,Research & Development,Medical,1101,Female,54,2,Research Scientist,Single,4508,3129,No,22,4,80,14,13,7
28,No,Travel Rarely,895,Research & Development,Life Sciences,1102,Male,50,1,Laboratory Technician,Divorced,2207,22482,No,16,3,80,4,4,2
34,No,Travel Frequently,618,Research & Development,Life Sciences,1103,Male,45,2,Healthcare Representative,Single,7756,22266,No,17,3,80,7,6,2
37,No,Travel Rarely,309,Sales,Life Sciences,1105,Female,88,2,Sales Executive,Divorced,6694,24223,Yes,14,3,80,8,1,0
25,Yes,Travel Rarely,1219,Research & Development,Technical Degree,1106,Male,32,1,Laboratory Technician,Married,3691,4605,Yes,15,3,80,7,7,7
26,Yes,Travel Rarely,1330,Research & Development,Medical,1107,Male,37,1,Laboratory Technician,Divorced,2377,19373,No,20,4,80,1,1,1
33,Yes,Travel Rarely,1017,Research & Development,Medical,1108,Male,55,1,Research Scientist,Single,2313,2993,Yes,20,4,80,5,2,2
42,No,Travel Rarely,469,Research & Development,Medical,1109,Male,35,4,Manager,Married,17665,14399,No,17,3,80,23,22,6
28,Yes,Travel Frequently,1009,Research & Development,Medical,1111,Male,45,1,Laboratory Technician,Divorced,2596,7160,No,15,3,80,1,1,0
50,Yes,Travel Frequently,959,Sales,Other,1113,Male,81,2,Sales Executive,Single,4728,17251,Yes,14,3,80,5,0,0
33,No,Travel Frequently,970,Sales,Life Sciences,1114,Female,30,2,Sales Executive,Married,4302,13401,No,17,3,80,4,3,2
34,No,Non-Travel,697,Research & Development,Life Sciences,1115,Male,40,1,Research Scientist,Married,2979,22478,No,17,3,80,6,0,0
48,No,Non-Travel,1262,Research & Development,Medical,1116,Male,35,4,Manager,Single,16885,16154,No,22,4,80,27,5,4
45,No,Non-Travel,1050,Sales,Life Sciences,1117,Female,65,2,Sales Executive,Married,5593,17970,No,13,3,80,15,15,10
52,No,Travel Rarely,994,Research & Development,Life Sciences,1118,Male,87,3,Healthcare Representative,Single,10445,15322,No,19,3,80,18,8,6
38,No,Travel Rarely,770,Sales,Marketing,1119,Male,73,3,Sales Executive,Divorced,8740,5569,Yes,14,3,80,9,8,7
29,No,Travel Rarely,1107,Research & Development,Life Sciences,1120,Female,93,1,Research Scientist,Divorced,2514,26968,No,22,4,80,11,7,5
28,No,Travel Rarely,950,Research & Development,Medical,1121,Female,93,3,Manufacturing Director,Divorced,7655,8039,No,17,3,80,10,9,7
46,No,Travel Rarely,406,Sales,Marketing,1124,Male,52,4,Manager,Married,17465,15596,No,12,3,80,23,12,9
38,No,Travel Rarely,130,Sales,Marketing,1125,Male,32,3,Sales Executive,Single,7351,20619,No,16,3,80,10,1,0
43,No,Travel Frequently,1082,Research & Development,Life Sciences,1126,Female,83,3,Manufacturing Director,Married,10820,11535,No,11,3,80,18,8,7
39,Yes,Travel Frequently,203,Research & Development,Life Sciences,1127,Male,84,4,Healthcare Representative,Divorced,12169,13547,No,11,3,80,21,18,7
40,No,Travel Rarely,1308,Research & Development,Medical,1128,Male,44,5,Research Director,Single,19626,17544,No,14,3,80,21,20,7
21,No,Travel Rarely,984,Research & Development,Technical Degree,1131,Female,70,1,Research Scientist,Single,2070,25326,Yes,11,3,80,2,2,2
39,No,Non-Travel,439,Research & Development,Life Sciences,1132,Male,70,2,Laboratory Technician,Single,6782,8770,No,15,3,80,9,5,4
36,No,Non-Travel,217,Research & Development,Life Sciences,1133,Male,78,2,Manufacturing Director,Single,7779,23238,No,20,4,80,18,11,9
31,No,Travel Frequently,793,Sales,Life Sciences,1135,Male,67,1,Sales Representative,Married,2791,21981,No,12,3,80,3,2,2
28,No,Travel Rarely,1451,Research & Development,Life Sciences,1136,Male,67,1,Research Scientist,Married,3201,19911,No,17,3,80,6,5,3
35,No,Travel Frequently,1182,Sales,Marketing,1137,Male,54,2,Sales Executive,Divorced,4968,18500,No,11,3,80,5,5,2
49,No,Travel Rarely,174,Sales,Technical Degree,1138,Male,56,4,Sales Executive,Married,13120,11879,No,17,3,80,22,9,8
34,No,Travel Frequently,1003,Research & Development,Life Sciences,1140,Male,95,2,Manufacturing Director,Single,4033,15834,No,11,3,80,5,3,2
29,No,Travel Frequently,490,Research & Development,Life Sciences,1143,Female,61,1,Research Scientist,Divorced,3291,17940,No,14,3,80,8,7,5
42,No,Travel Rarely,188,Research & Development,Medical,1148,Male,56,2,Laboratory Technician,Single,4272,9558,No,19,3,80,16,1,0
29,No,Travel Rarely,718,Research & Development,Medical,1150,Male,79,2,Manufacturing Director,Married,5056,17689,Yes,15,3,80,10,10,7
38,No,Travel Rarely,433,Human Resources,Human Resources,1152,Male,37,1,Human Resources,Married,2844,6004,No,13,3,80,7,7,6
28,No,Travel Frequently,773,Research & Development,Life Sciences,1154,Male,39,1,Research Scientist,Divorced,2703,22088,Yes,14,3,80,3,3,1
18,Yes,Non-Travel,247,Research & Development,Medical,1156,Male,80,1,Laboratory Technician,Single,1904,13556,No,12,3,80,0,0,0
33,Yes,Travel Rarely,603,Sales,Marketing,1157,Female,77,2,Sales Executive,Single,8224,18385,Yes,17,3,80,6,5,2
41,No,Travel Rarely,167,Research & Development,Life Sciences,1158,Male,46,1,Laboratory Technician,Married,4766,9051,Yes,11,3,80,6,1,0
31,Yes,Travel Frequently,874,Research & Development,Medical,1160,Male,72,1,Laboratory Technician,Married,2610,6233,No,12,3,80,2,2,2
37,No,Travel Rarely,367,Research & Development,Medical,1161,Female,52,2,Healthcare Representative,Divorced,5731,17171,No,13,3,80,9,6,2
27,No,Travel Rarely,199,Research & Development,Life Sciences,1162,Male,55,1,Research Scientist,Married,2539,7950,No,13,3,80,4,4,2
34,No,Travel Rarely,1400,Sales,Life Sciences,1163,Female,70,2,Sales Executive,Married,5714,5829,No,20,4,80,6,6,5
35,No,Travel Rarely,528,Human Resources,Technical Degree,1164,Male,100,1,Human Resources,Single,4323,7108,No,17,3,80,6,5,4
29,Yes,Travel Rarely,408,Sales,Life Sciences,1165,Female,45,3,Sales Executive,Married,7336,11162,No,13,3,80,11,11,8
40,No,Travel Frequently,593,Research & Development,Medical,1166,Female,88,3,Research Director,Single,13499,13782,No,17,3,80,20,18,7
42,Yes,Travel Frequently,481,Sales,Life Sciences,1167,Male,44,4,Sales Executive,Single,13758,2447,Yes,12,3,80,22,21,9
42,No,Travel Rarely,647,Sales,Marketing,1171,Male,45,2,Sales Executive,Single,5155,2253,No,13,3,80,9,6,4
35,No,Travel Rarely,982,Research & Development,Medical,1172,Male,58,1,Laboratory Technician,Married,2258,16340,No,12,3,80,10,8,0
24,No,Travel Rarely,477,Research & Development,Medical,1173,Male,49,1,Laboratory Technician,Single,3597,6409,No,22,4,80,6,4,3
28,Yes,Travel Rarely,1485,Research & Development,Life Sciences,1175,Female,79,1,Laboratory Technician,Married,2515,22955,Yes,11,3,80,1,1,1
26,No,Travel Rarely,1384,Research & Development,Medical,1177,Male,82,1,Laboratory Technician,Married,4420,13421,No,22,4,80,8,8,7
30,No,Travel Rarely,852,Sales,Marketing,1179,Male,72,2,Sales Executive,Married,6578,2706,No,18,3,80,10,10,3
40,No,Travel Frequently,902,Research & Development,Medical,1180,Female,92,2,Research Scientist,Married,4422,21203,Yes,13,3,80,16,1,1
35,No,Travel Rarely,819,Research & Development,Life Sciences,1182,Male,44,3,Manufacturing Director,Divorced,10274,19588,No,18,3,80,15,7,7
34,No,Travel Frequently,669,Research & Development,Medical,1184,Male,97,2,Healthcare Representative,Single,5343,25755,No,20,4,80,14,13,9
35,No,Travel Frequently,636,Research & Development,Other,1185,Male,47,1,Laboratory Technician,Married,2376,26537,No,13,3,80,2,2,2
43,Yes,Travel Rarely,1372,Sales,Marketing,1188,Female,85,2,Sales Executive,Single,5346,9489,No,13,3,80,7,4,3
32,No,Non-Travel,862,Sales,Life Sciences,1190,Female,76,1,Sales Representative,Divorced,2827,14947,No,12,3,80,1,1,0
56,No,Travel Rarely,718,Research & Development,Technical Degree,1191,Female,92,5,Manager,Divorced,19943,18575,No,13,3,80,28,5,2
29,No,Travel Rarely,1401,Research & Development,Medical,1192,Female,54,1,Laboratory Technician,Married,3131,26342,No,13,3,80,10,10,8
19,No,Travel Rarely,645,Research & Development,Life Sciences,1193,Male,54,1,Research Scientist,Single,2552,7172,No,25,4,80,1,1,1
45,No,Travel Rarely,1457,Research & Development,Medical,1195,Female,83,1,Research Scientist,Married,4477,20100,Yes,19,3,80,7,3,2
37,No,Travel Rarely,977,Research & Development,Life Sciences,1196,Female,56,2,Manufacturing Director,Married,6474,9961,No,13,3,80,14,14,8
20,No,Travel Rarely,805,Research & Development,Life Sciences,1198,Male,87,1,Laboratory Technician,Single,3033,12828,No,12,3,80,2,2,2
44,Yes,Travel Rarely,1097,Research & Development,Life Sciences,1200,Male,96,1,Research Scientist,Single,2936,10826,Yes,11,3,80,6,6,4
53,No,Travel Rarely,1223,Research & Development,Medical,1201,Female,50,5,Manager,Divorced,18606,18640,No,18,3,80,26,7,7
29,No,Travel Rarely,942,Research & Development,Life Sciences,1202,Female,69,1,Research Scientist,Married,2168,26933,Yes,18,3,80,6,5,4
22,Yes,Travel Frequently,1256,Research & Development,Life Sciences,1203,Male,48,1,Research Scientist,Married,2853,4223,Yes,11,3,80,1,0,0
46,No,Travel Rarely,1402,Sales,Marketing,1204,Female,69,4,Manager,Married,17048,24097,No,23,4,80,28,26,15
44,No,Non-Travel,111,Research & Development,Life Sciences,1206,Male,74,1,Research Scientist,Single,2290,4279,No,13,3,80,6,0,0
33,No,Travel Rarely,147,Human Resources,Human Resources,1207,Male,99,1,Human Resources,Married,3600,8429,No,13,3,80,5,5,4
41,Yes,Non-Travel,906,Research & Development,Life Sciences,1210,Male,95,1,Research Scientist,Divorced,2107,20293,No,17,3,80,5,1,0
30,No,Travel Rarely,1329,Sales,Life Sciences,1211,Male,61,2,Sales Executive,Divorced,4115,13192,No,19,3,80,8,4,3
40,No,Travel Frequently,1184,Sales,Medical,1212,Male,62,2,Sales Executive,Married,4327,25440,No,12,3,80,5,0,0
50,No,Travel Frequently,1421,Research & Development,Medical,1215,Female,30,4,Manager,Married,17856,9490,No,22,4,80,32,2,2
28,No,Travel Rarely,1179,Research & Development,Medical,1216,Male,78,1,Laboratory Technician,Married,3196,12449,No,12,3,80,6,6,5
46,No,Travel Rarely,1450,Research & Development,Life Sciences,1217,Male,52,5,Research Director,Married,19081,10849,No,11,3,80,25,4,2
35,No,Travel Rarely,1361,Sales,Life Sciences,1218,Male,94,2,Sales Executive,Married,8966,21026,Yes,15,3,80,15,7,7
24,Yes,Travel Rarely,984,Research & Development,Life Sciences,1219,Female,97,1,Laboratory Technician,Married,2210,3372,No,13,3,80,1,1,0
33,No,Travel Frequently,1146,Sales,Medical,1220,Female,82,2,Sales Executive,Married,4539,4905,No,12,3,80,10,10,7
36,No,Travel Rarely,917,Research & Development,Life Sciences,1221,Male,60,1,Laboratory Technician,Divorced,2741,6865,No,14,3,80,7,7,7
30,No,Travel Rarely,853,Research & Development,Life Sciences,1224,Male,49,2,Laboratory Technician,Divorced,3491,11309,No,13,3,80,10,10,7
44,No,Travel Rarely,200,Research & Development,Other,1225,Male,32,2,Research Scientist,Single,4541,7744,No,25,4,80,20,20,11
20,No,Travel Rarely,654,Sales,Marketing,1226,Male,43,1,Sales Representative,Single,2678,5050,No,17,3,80,2,2,1
46,No,Travel Rarely,150,Research & Development,Technical Degree,1228,Male,60,2,Manufacturing Director,Divorced,7379,17433,No,11,3,80,12,6,3
42,No,Non-Travel,179,Human Resources,Medical,1231,Male,79,2,Human Resources,Married,6272,12858,No,16,3,80,10,4,3
60,No,Travel Rarely,696,Sales,Marketing,1233,Male,52,2,Sales Executive,Divorced,5220,10893,Yes,18,3,80,12,11,7
32,No,Travel Frequently,116,Research & Development,Other,1234,Female,77,1,Laboratory Technician,Married,2743,7331,No,20,4,80,2,2,2
32,No,Travel Frequently,1316,Research & Development,Life Sciences,1235,Female,38,2,Research Scientist,Single,4998,2338,Yes,14,3,80,10,8,7
36,No,Travel Rarely,363,Research & Development,Technical Degree,1237,Female,77,3,Manufacturing Director,Divorced,10252,4235,Yes,21,4,80,17,7,7
33,No,Travel Rarely,117,Research & Development,Medical,1238,Male,60,1,Research Scientist,Married,2781,6311,No,13,3,80,15,14,10
40,No,Travel Rarely,107,Sales,Technical Degree,1239,Female,84,2,Sales Executive,Divorced,6852,11591,No,12,3,80,7,5,1
25,No,Travel Rarely,1356,Sales,Life Sciences,1240,Male,57,2,Sales Executive,Single,4950,20623,No,14,3,80,5,4,3
30,No,Travel Rarely,1465,Research & Development,Medical,1241,Male,63,1,Research Scientist,Married,3579,9369,Yes,21,4,80,12,11,9
42,No,Travel Frequently,458,Research & Development,Medical,1242,Female,60,3,Research Director,Married,13191,23281,Yes,17,3,80,20,1,0
35,No,Non-Travel,1212,Sales,Marketing,1243,Female,78,3,Sales Executive,Married,10377,13755,Yes,11,3,80,16,13,2
27,No,Travel Rarely,1103,Research & Development,Life Sciences,1244,Male,42,1,Research Scientist,Married,2235,14377,Yes,14,3,80,9,9,7
54,No,Travel Frequently,966,Research & Development,Life Sciences,1245,Female,53,3,Manufacturing Director,Divorced,10502,9659,No,17,3,80,33,5,4
44,No,Travel Rarely,1117,Research & Development,Life Sciences,1246,Female,72,1,Research Scientist,Married,2011,19982,No,13,3,80,10,10,5
19,Yes,Non-Travel,504,Research & Development,Medical,1248,Female,96,1,Research Scientist,Single,1859,6148,Yes,25,4,80,1,1,1
29,No,Travel Rarely,1010,Research & Development,Life Sciences,1249,Female,97,1,Research Scientist,Divorced,3760,5598,No,15,3,80,3,3,2
54,No,Travel Rarely,685,Research & Development,Life Sciences,1250,Male,85,4,Research Director,Married,17779,23474,No,14,3,80,36,10,9
31,No,Travel Rarely,1332,Research & Development,Medical,1251,Male,80,2,Healthcare Representative,Married,6833,17089,Yes,12,3,80,6,6,5
31,No,Travel Rarely,1062,Research & Development,Medical,1252,Female,96,2,Healthcare Representative,Single,6812,17198,No,19,3,80,10,10,9
59,No,Travel Rarely,326,Sales,Life Sciences,1254,Female,48,2,Sales Executive,Single,5171,16490,No,17,3,80,13,6,1
43,No,Travel Rarely,920,Research & Development,Life Sciences,1255,Male,96,5,Research Director,Married,19740,18625,No,14,3,80,25,8,7
49,No,Travel Rarely,1098,Research & Development,Medical,1256,Male,85,5,Manager,Married,18711,12124,No,13,3,80,23,1,0
36,No,Travel Frequently,469,Research & Development,Technical Degree,1257,Male,46,1,Research Scientist,Married,3692,9256,No,12,3,80,12,11,10
48,No,Travel Rarely,969,Research & Development,Technical Degree,1258,Male,76,1,Laboratory Technician,Single,2559,16620,No,11,3,80,7,1,0
27,No,Travel Rarely,1167,Research & Development,Life Sciences,1259,Male,76,1,Research Scientist,Divorced,2517,3208,No,11,3,80,5,5,3
29,No,Travel Rarely,1329,Research & Development,Life Sciences,1260,Male,82,2,Healthcare Representative,Divorced,6623,4204,Yes,11,3,80,6,6,0
48,No,Travel Rarely,715,Research & Development,Life Sciences,1263,Male,76,5,Research Director,Single,18265,8733,No,12,3,80,25,1,0
29,No,Travel Rarely,694,Research & Development,Life Sciences,1264,Female,87,4,Research Director,Divorced,16124,3423,No,14,3,80,9,7,7
34,No,Travel Rarely,1320,Research & Development,Technical Degree,1265,Female,89,1,Research Scientist,Married,2585,21643,No,17,3,80,2,1,0
44,No,Travel Rarely,1099,Sales,Marketing,1267,Male,88,5,Manager,Married,18213,8751,No,11,3,80,26,22,9
33,No,Travel Rarely,536,Sales,Marketing,1268,Male,82,3,Sales Executive,Divorced,8380,21708,Yes,14,3,80,10,9,8
19,No,Travel Rarely,265,Research & Development,Life Sciences,1269,Female,57,1,Research Scientist,Single,2994,21221,Yes,12,3,80,1,1,0
23,No,Travel Rarely,373,Research & Development,Life Sciences,1270,Male,47,1,Research Scientist,Married,1223,16901,No,22,4,80,1,1,0
25,Yes,Travel Frequently,599,Sales,Life Sciences,1273,Male,73,1,Sales Representative,Single,1118,8040,Yes,14,3,80,1,1,0
26,No,Travel Rarely,583,Research & Development,Life Sciences,1275,Male,53,1,Research Scientist,Single,2875,9973,Yes,20,4,80,8,8,5
45,Yes,Travel Rarely,1449,Sales,Marketing,1277,Female,94,5,Manager,Single,18824,2493,Yes,16,3,80,26,24,10
55,No,Non-Travel,177,Research & Development,Medical,1278,Male,37,4,Healthcare Representative,Divorced,13577,25592,Yes,15,3,80,34,33,9
21,Yes,Travel Frequently,251,Research & Development,Life Sciences,1279,Female,45,1,Laboratory Technician,Single,2625,25308,No,20,4,80,2,2,2
46,No,Travel Rarely,168,Sales,Marketing,1280,Female,33,5,Manager,Married,18789,9946,No,14,3,80,26,11,4
34,No,Travel Rarely,131,Sales,Marketing,1281,Female,86,2,Sales Executive,Single,4538,6039,Yes,12,3,80,4,3,2
51,No,Travel Frequently,237,Sales,Life Sciences,1282,Male,83,5,Manager,Divorced,19847,19196,Yes,24,4,80,31,29,10
59,No,Travel Rarely,1429,Research & Development,Medical,1283,Male,67,3,Manufacturing Director,Single,10512,20002,No,12,3,80,25,9,7
34,No,Travel Frequently,135,Research & Development,Medical,1285,Female,46,2,Laboratory Technician,Divorced,4444,22534,No,13,3,80,15,11,8
28,No,Travel Frequently,791,Research & Development,Medical,1286,Male,44,1,Laboratory Technician,Single,2154,6842,Yes,11,3,80,5,4,2
44,No,Travel Rarely,1199,Research & Development,Life Sciences,1288,Male,92,5,Manager,Divorced,19190,17477,No,14,3,80,26,25,9
34,No,Travel Frequently,648,Human Resources,Life Sciences,1289,Male,56,2,Human Resources,Married,4490,21833,No,11,3,80,14,10,9
35,No,Travel Rarely,735,Research & Development,Life Sciences,1291,Male,66,1,Research Scientist,Married,3506,6020,Yes,14,3,80,4,3,2
42,No,Travel Rarely,603,Research & Development,Medical,1292,Female,78,2,Research Scientist,Married,2372,5628,Yes,16,3,80,18,1,0
43,No,Travel Rarely,531,Sales,Marketing,1293,Female,56,3,Sales Executive,Single,10231,20364,No,14,3,80,23,21,7
36,No,Travel Rarely,429,Research & Development,Life Sciences,1294,Female,53,2,Manufacturing Director,Single,5410,2323,Yes,11,3,80,18,16,14
44,Yes,Travel Rarely,621,Research & Development,Medical,1295,Female,73,3,Healthcare Representative,Married,7978,14075,No,11,3,80,10,10,7
28,No,Travel Frequently,193,Research & Development,Life Sciences,1296,Male,52,1,Laboratory Technician,Married,3867,14222,Yes,12,3,80,2,2,2
51,No,Travel Frequently,968,Research & Development,Medical,1297,Female,40,1,Laboratory Technician,Single,2838,4257,No,14,3,80,8,7,0
30,No,Non-Travel,879,Research & Development,Medical,1298,Female,72,2,Manufacturing Director,Single,4695,12858,Yes,18,3,80,10,8,4
29,Yes,Travel Rarely,806,Research & Development,Technical Degree,1299,Female,39,1,Laboratory Technician,Divorced,3339,17285,Yes,13,3,80,10,7,7
28,No,Travel Rarely,640,Research & Development,Technical Degree,1301,Male,84,1,Research Scientist,Single,2080,4732,No,11,3,80,5,3,2
25,No,Travel Rarely,266,Research & Development,Medical,1303,Female,40,1,Research Scientist,Single,2096,18830,No,18,3,80,2,2,2
32,No,Travel Rarely,604,Sales,Medical,1304,Male,56,2,Sales Executive,Married,6209,11693,No,15,3,80,10,10,7
45,No,Travel Frequently,364,Research & Development,Medical,1306,Female,83,5,Manager,Single,18061,13035,No,22,4,80,22,0,0
39,No,Travel Rarely,412,Research & Development,Medical,1307,Female,94,4,Manager,Divorced,17123,17334,Yes,13,3,80,21,19,9
58,No,Travel Rarely,848,Research & Development,Life Sciences,1308,Male,88,1,Research Scientist,Divorced,2372,26076,No,12,3,80,2,2,2
32,Yes,Travel Rarely,1089,Research & Development,Life Sciences,1309,Male,79,2,Laboratory Technician,Married,4883,22845,No,18,3,80,10,10,4
39,Yes,Travel Rarely,360,Research & Development,Medical,1310,Male,93,1,Research Scientist,Single,3904,22154,No,13,3,80,6,5,2
30,No,Travel Rarely,1138,Research & Development,Technical Degree,1311,Female,48,2,Laboratory Technician,Married,4627,23631,No,12,3,80,10,9,2
36,No,Travel Rarely,325,Research & Development,Technical Degree,1312,Female,63,3,Healthcare Representative,Married,7094,5747,No,12,3,80,10,7,7
46,No,Travel Rarely,991,Human Resources,Life Sciences,1314,Female,44,1,Human Resources,Single,3423,22957,No,12,3,80,10,7,6
28,No,Non-Travel,1476,Research & Development,Life Sciences,1315,Female,55,2,Laboratory Technician,Married,6674,16392,No,11,3,80,10,9,8
50,No,Travel Rarely,1322,Research & Development,Life Sciences,1317,Female,43,4,Research Director,Married,16880,22422,Yes,11,3,80,25,3,2
40,Yes,Travel Rarely,299,Sales,Marketing,1318,Male,57,3,Sales Executive,Single,9094,17235,Yes,12,3,80,9,5,4
52,Yes,Travel Rarely,1030,Sales,Life Sciences,1319,Male,64,3,Sales Executive,Single,8446,21534,Yes,19,3,80,10,8,7
